,block_id,target_gas_cost,real_gas,shown_optimal,no_model_found,source_gas_cost,saved_gas,solver_time_in_sec,target_disasm,init_progr_len,final_progr_len,number_of_necessary_uninterpreted_instructions,number_of_necessary_push,bytes_required,original_instrs,original_bytes,saved_bytes
10,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block5_input,3.0,9,True,False,9,0.0,0.021,PUSH 70a08231 DUP2 EQ ,3,3.0,1,1,7.0,"['DUP1', 'PUSH4', 'EQ']",7,0.0
11,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block33_input,17.0,50,False,False,50,0.0,29.974,DUP7 PUSH 20 SWAP4 POP DUP4 DUP8 DUP7 ADD ADD GT ISZERO DUP3 PUSH 40 MSTORE DUP5 DUP3 MSTORE ,17,17.0,6,2,19.0,"['DUP2', 'PUSH1', 'MSTORE', 'DUP4', 'DUP2', 'MSTORE', 'PUSH1', 'SWAP3', 'POP', 'DUP7', 'DUP4', 'DUP6', 'DUP9', 'ADD', 'ADD', 'GT', 'ISZERO']",19,0.0
12,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block36_input,4.0,12,True,False,12,0.0,0.024,DUP4 DUP3 LT ISZERO ,4,4.0,2,0,4.0,"['DUP4', 'DUP3', 'LT', 'ISZERO']",4,0.0
13,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block68.1_input,3.0,6,True,False,6,0.0,0.015,POP POP POP ,3,3.0,0,0,3.0,"['POP', 'POP', 'POP']",3,0.0
14,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block56_input,35.0,825,False,False,867,42.0,49.96,PUSH 0 CALLER DUP2 MSTORE PUSH 1 DUP4 PUSH ffffffffffffffffffffffffffffffffffffffff AND PUSH 0 MSTORE PUSH 20 MSTORE PUSH 40 PUSH 40 PUSH 0 KECCAK256 SWAP3 DUP5 DUP2 CALLER DUP7 SLOAD SWAP2 SWAP7 PUSH 20 MSTORE SWAP3 PUSHTAG 71 SWAP5 POP PUSHTAG 90 PUSHTAG 90 SWAP1 POP SWAP2 ,35,35.0,10,5,75.0,"['CALLER', 'PUSH1', 'DUP2', 'DUP2', 'MSTORE', 'PUSH1', 'PUSH1', 'SWAP1', 'DUP2', 'MSTORE', 'PUSH1', 'DUP1', 'DUP4', 'KECCAK256', 'PUSH1', 'PUSH1', 'PUSH1', 'SHL', 'SUB', 'DUP8', 'AND', 'DUP5', 'MSTORE', 'SWAP1', 'SWAP2', 'MSTORE', 'DUP2', 'KECCAK256', 'SLOAD', 'SWAP1', 'SWAP2', 'PUSHTAG', 'SWAP2', 'DUP6', 'SWAP1', 'PUSHTAG', 'SWAP1', 'DUP7', 'SWAP1']",54,-21.0
15,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block110_input,6.0,18,True,False,18,0.0,0.033,PUSH 0 DUP3 NOT DUP3 GT ISZERO ,6,6.0,3,1,7.0,"['PUSH1', 'DUP3', 'NOT', 'DUP3', 'GT', 'ISZERO']",7,0.0
16,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block2.1_input,7.0,21,True,False,24,3.0,0.089,DUP2 ADD PUSHTAG 2 SWAP2 DUP2 PUSH 40 MSTORE ,8,7.0,3,1,12.0,"['DUP2', 'ADD', 'PUSH1', 'DUP2', 'SWAP1', 'MSTORE', 'PUSHTAG', 'SWAP2']",13,1.0
17,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block107_input,6.0,18,True,False,18,0.0,0.036,PUSH 20 DUP3 LT DUP2 EQ ISZERO ,6,6.0,3,1,7.0,"['PUSH1', 'DUP3', 'LT', 'DUP2', 'EQ', 'ISZERO']",7,0.0
18,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block41_input,2.0,6,True,False,6,0.0,0.014,DUP1 ISZERO ,2,2.0,1,0,2.0,"['DUP1', 'ISZERO']",2,0.0
19,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block47_input,8.0,18,True,False,18,0.0,0.082,POP POP POP POP POP SWAP1 POP SWAP1 ,8,8.0,0,0,8.0,"['POP', 'POP', 'POP', 'POP', 'POP', 'SWAP1', 'POP', 'SWAP1']",8,0.0
20,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block24_input,7.0,21,True,False,21,0.0,0.03,PUSH 40 MLOAD SWAP1 DUP2 MSTORE PUSH 20 ADD ,7,7.0,3,2,9.0,"['PUSH1', 'MLOAD', 'SWAP1', 'DUP2', 'MSTORE', 'PUSH1', 'ADD']",9,0.0
21,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block50_input,6.0,18,True,False,18,0.0,0.035,PUSH 0 DUP3 NOT DUP3 GT ISZERO ,6,6.0,3,1,7.0,"['PUSH1', 'DUP3', 'NOT', 'DUP3', 'GT', 'ISZERO']",7,0.0
22,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block84_input,7.0,21,True,False,33,12.0,0.053,DUP1 CALLDATALOAD PUSH ffffffffffffffffffffffffffffffffffffffff DUP2 AND DUP2 EQ ,7,7.0,3,1,27.0,"['DUP1', 'CALLDATALOAD', 'PUSH1', 'PUSH1', 'PUSH1', 'SHL', 'SUB', 'DUP2', 'AND', 'DUP2', 'EQ']",14,-13.0
23,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block49_input,5.0,12,True,False,15,3.0,0.034,POP POP POP PUSH 1 SWAP1 ,6,5.0,0,1,6.0,"['POP', 'PUSH1', 'SWAP3', 'SWAP2', 'POP', 'POP']",7,1.0
24,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block67_input,27.0,81,False,False,93,12.0,59.886,PUSH 40 MLOAD PUSH 8c379a000000000000000000000000000000000000000000000000000000000 DUP2 MSTORE PUSH 22 DUP2 PUSH 20 PUSH 4 DUP5 ADD MSTORE PUSH 24 ADD MSTORE PUSH 7373000000000000000000000000000000000000000000000000000000000000 DUP2 PUSH 45524332303a20617070726f766520746f20746865207a65726f206164647265 PUSH 44 DUP5 ADD MSTORE PUSH 64 ADD MSTORE PUSH 84 ADD ,27,27.0,11,11,131.0,"['PUSH1', 'MLOAD', 'PUSH3', 'PUSH1', 'SHL', 'DUP2', 'MSTORE', 'PUSH1', 'PUSH1', 'DUP3', 'ADD', 'MSTORE', 'PUSH1', 'PUSH1', 'DUP3', 'ADD', 'MSTORE', 'PUSH32', 'PUSH1', 'DUP3', 'ADD', 'MSTORE', 'PUSH2', 'PUSH1', 'SHL', 'PUSH1', 'DUP3', 'ADD', 'MSTORE', 'PUSH1', 'ADD']",78,-53.0
25,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block49_input,7.0,17,True,False,20,3.0,0.306,SWAP5 POP POP POP SWAP3 SWAP1 POP ,8,7.0,0,0,7.0,"['SWAP2', 'POP', 'POP', 'SWAP3', 'POP', 'SWAP3', 'SWAP1', 'POP']",8,1.0
26,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block77.0_input,6.0,18,True,False,18,0.0,0.026,PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1 ,6,6.0,2,1,7.0,"['PUSH1', 'MLOAD', 'DUP1', 'SWAP2', 'SUB', 'SWAP1']",7,0.0
27,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block0_input,6.0,16,True,False,17,1.0,0.022,PUSH 80 PUSH 40 MSTORE CALLVALUE CALLVALUE ISZERO ,6,6.0,3,2,8.0,"['PUSH1', 'PUSH1', 'MSTORE', 'CALLVALUE', 'DUP1', 'ISZERO']",8,0.0
28,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block55_input,6.0,18,True,False,18,0.0,0.031,PUSH 20 DUP3 LT DUP2 EQ ISZERO ,6,6.0,3,1,7.0,"['PUSH1', 'DUP3', 'LT', 'DUP2', 'EQ', 'ISZERO']",7,0.0
29,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block27_input,7.0,21,True,False,21,0.0,0.031,PUSH 40 MLOAD PUSH 9 DUP2 MSTORE PUSH 20 ADD ,7,7.0,3,3,10.0,"['PUSH1', 'MLOAD', 'PUSH1', 'DUP2', 'MSTORE', 'PUSH1', 'ADD']",10,0.0
30,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block19_input,6.0,18,True,False,18,0.0,0.028,PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1 ,6,6.0,2,1,7.0,"['PUSH1', 'MLOAD', 'DUP1', 'SWAP2', 'SUB', 'SWAP1']",7,0.0
31,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block51_input,,,False,True,849,,49.98,,29,,10,5,,"['PUSH1', 'PUSH1', 'PUSH1', 'SHL', 'SUB', 'DUP5', 'AND', 'PUSH1', 'SWAP1', 'DUP2', 'MSTORE', 'PUSH1', 'PUSH1', 'SWAP1', 'DUP2', 'MSTORE', 'PUSH1', 'DUP1', 'DUP4', 'KECCAK256', 'CALLER', 'DUP5', 'MSTORE', 'SWAP1', 'SWAP2', 'MSTORE', 'SWAP1', 'KECCAK256', 'SLOAD', 'DUP3', 'DUP2', 'LT', 'ISZERO']",40,
32,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block46_input,12.0,34,False,False,34,0.0,10.021,PUSH 20 DUP7 ADD MLOAD SWAP3 POP SWAP4 POP DUP1 DUP3 GT ISZERO ,12,12.0,4,1,13.0,"['SWAP4', 'POP', 'PUSH1', 'DUP6', 'ADD', 'MLOAD', 'SWAP2', 'POP', 'DUP1', 'DUP3', 'GT', 'ISZERO']",13,0.0
33,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block15_input,3.0,9,True,False,9,0.0,0.024,DUP3 PUSH 1f LT ,3,3.0,1,1,4.0,"['DUP3', 'PUSH1', 'LT']",4,0.0
34,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block18_input,4.0,12,True,False,15,3.0,0.034,PUSHTAG 17 SWAP1 PUSH 40 MLOAD ,5,4.0,2,1,9.0,"['PUSH1', 'MLOAD', 'PUSHTAG', 'SWAP2', 'SWAP1']",10,1.0
35,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block73_input,16.0,772,True,False,793,21.0,14.588,PUSH 0 PUSH 20 MSTORE PUSH 40 PUSH 0 KECCAK256 SLOAD DUP2 DUP2 PUSH ffffffffffffffffffffffffffffffffffffffff DUP7 AND PUSH 0 MSTORE LT ISZERO ,19,16.0,7,4,41.0,"['PUSH1', 'PUSH1', 'PUSH1', 'SHL', 'SUB', 'DUP4', 'AND', 'PUSH1', 'SWAP1', 'DUP2', 'MSTORE', 'PUSH1', 'DUP2', 'SWAP1', 'MSTORE', 'PUSH1', 'SWAP1', 'KECCAK256', 'SLOAD', 'DUP2', 'DUP2', 'LT', 'ISZERO']",29,-12.0
36,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block24_input,4.0,12,True,False,12,0.0,0.027,DUP1 DUP3 GT ISZERO ,4,4.0,2,0,4.0,"['DUP1', 'DUP3', 'GT', 'ISZERO']",4,0.0
37,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block111_input,6.0,18,True,False,24,6.0,0.029,PUSH 11 PUSH 4 MSTORE PUSH 4e487b7100000000000000000000000000000000000000000000000000000000 PUSH 0 MSTORE ,6,6.0,2,4,41.0,"['PUSH4', 'PUSH1', 'SHL', 'PUSH1', 'MSTORE', 'PUSH1', 'PUSH1', 'MSTORE']",16,-25.0
38,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block72_input,27.0,81,True,False,93,12.0,52.738,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 8c379a000000000000000000000000000000000000000000000000000000000 DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 45524332303a207472616e7366657220746f20746865207a65726f2061646472 PUSH 23 DUP3 PUSH 24 ADD MSTORE PUSH 44 DUP3 ADD MSTORE PUSH 84 PUSH 6573730000000000000000000000000000000000000000000000000000000000 PUSH 64 DUP4 ADD MSTORE ADD ,27,27.0,11,11,131.0,"['PUSH1', 'MLOAD', 'PUSH3', 'PUSH1', 'SHL', 'DUP2', 'MSTORE', 'PUSH1', 'PUSH1', 'DUP3', 'ADD', 'MSTORE', 'PUSH1', 'PUSH1', 'DUP3', 'ADD', 'MSTORE', 'PUSH32', 'PUSH1', 'DUP3', 'ADD', 'MSTORE', 'PUSH3', 'PUSH1', 'SHL', 'PUSH1', 'DUP3', 'ADD', 'MSTORE', 'PUSH1', 'ADD']",79,-52.0
39,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block112_input,3.0,8,True,False,8,0.0,0.028,POP ADD SWAP1 ,3,3.0,1,0,3.0,"['POP', 'ADD', 'SWAP1']",3,0.0
40,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block9_input,3.0,9,True,False,9,0.0,0.026,PUSH dd62ed3e DUP2 EQ ,3,3.0,1,1,7.0,"['DUP1', 'PUSH4', 'EQ']",7,0.0
41,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block13_input,3.0,9,True,False,9,0.0,0.022,PUSH 18160ddd DUP2 EQ ,3,3.0,1,1,7.0,"['DUP1', 'PUSH4', 'EQ']",7,0.0
42,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block79_input,4.0,12,True,False,12,0.0,0.027,DUP2 DUP2 LT ISZERO ,4,4.0,2,0,4.0,"['DUP2', 'DUP2', 'LT', 'ISZERO']",4,0.0
43,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block9_input,7.0,718,True,False,724,6.0,0.25,DUP1 PUSH 2 PUSH 0 PUSHTAG 18 DUP5 DUP4 SLOAD ,9,7.0,2,2,13.0,"['DUP1', 'PUSH1', 'PUSH1', 'DUP3', 'DUP3', 'SLOAD', 'PUSHTAG', 'SWAP2', 'SWAP1']",15,2.0
44,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block44_input,9.0,54,True,False,57,3.0,0.313,PUSH 20 PUSH 0 KECCAK256 SWAP2 PUSH 0 MSTORE DUP3 ADD SWAP2 ,10,9.0,3,2,12.0,"['DUP3', 'ADD', 'SWAP2', 'SWAP1', 'PUSH1', 'MSTORE', 'PUSH1', 'PUSH1', 'KECCAK256', 'SWAP1']",13,1.0
45,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block2_input,4.0,10,True,False,10,0.0,0.023,POP PUSH 4 CALLDATASIZE LT ,4,4.0,2,1,5.0,"['POP', 'PUSH1', 'CALLDATASIZE', 'LT']",5,0.0
46,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block95_input,10.0,27,True,False,35,8.0,9.804,SWAP4 PUSH 40 ADD CALLDATALOAD SWAP4 SWAP5 POP POP POP SWAP3 ,13,10.0,2,1,11.0,"['SWAP2', 'POP', 'PUSH1', 'DUP5', 'ADD', 'CALLDATALOAD', 'SWAP1', 'POP', 'SWAP3', 'POP', 'SWAP3', 'POP', 'SWAP3']",14,3.0
47,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block7_input,3.0,9,True,False,9,0.0,0.017,PUSH a457c2d7 DUP2 EQ ,3,3.0,1,1,7.0,"['DUP1', 'PUSH4', 'EQ']",7,0.0
48,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block94_input,6.0,17,True,False,17,0.0,0.073,SWAP3 POP PUSHTAG 151 PUSH 20 DUP6 ADD ,6,6.0,2,1,11.0,"['SWAP3', 'POP', 'PUSHTAG', 'PUSH1', 'DUP6', 'ADD']",11,0.0
49,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block64_input,3.0,9,True,False,21,12.0,0.024,DUP3 PUSH ffffffffffffffffffffffffffffffffffffffff AND ,3,3.0,1,1,23.0,"['PUSH1', 'PUSH1', 'PUSH1', 'SHL', 'SUB', 'DUP4', 'AND']",10,-13.0
50,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block56_input,6.0,18,True,False,24,6.0,0.022,PUSH 22 PUSH 4 MSTORE PUSH 4e487b7100000000000000000000000000000000000000000000000000000000 PUSH 0 MSTORE ,6,6.0,2,4,41.0,"['PUSH4', 'PUSH1', 'SHL', 'PUSH1', 'MSTORE', 'PUSH1', 'PUSH1', 'MSTORE']",16,-25.0
51,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block26_input,6.0,18,True,False,24,6.0,0.026,PUSH 41 PUSH 4 MSTORE PUSH 4e487b7100000000000000000000000000000000000000000000000000000000 PUSH 0 MSTORE ,6,6.0,2,4,41.0,"['PUSH4', 'PUSH1', 'SHL', 'PUSH1', 'MSTORE', 'PUSH1', 'PUSH1', 'MSTORE']",16,-25.0
52,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block90_input,9.0,24,True,False,30,6.0,0.715,SWAP5 SWAP3 PUSH 20 ADD CALLDATALOAD SWAP4 POP POP POP ,11,9.0,2,1,10.0,"['SWAP5', 'PUSH1', 'SWAP4', 'SWAP1', 'SWAP4', 'ADD', 'CALLDATALOAD', 'SWAP4', 'POP', 'POP', 'POP']",12,2.0
53,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block99_input,5.0,12,True,False,12,0.0,0.026,SWAP3 POP POP POP SWAP1 ,5,5.0,0,0,5.0,"['SWAP4', 'SWAP3', 'POP', 'POP', 'POP']",5,0.0
54,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block40_input,,,False,True,794,,30.018,,31,,11,3,,"['DUP1', 'PUSH1', 'ADD', 'PUSH1', 'DUP1', 'SWAP2', 'DIV', 'MUL', 'PUSH1', 'ADD', 'PUSH1', 'MLOAD', 'SWAP1', 'DUP2', 'ADD', 'PUSH1', 'MSTORE', 'DUP1', 'SWAP3', 'SWAP2', 'SWAP1', 'DUP2', 'DUP2', 'MSTORE', 'PUSH1', 'ADD', 'DUP3', 'DUP1', 'SLOAD', 'PUSHTAG', 'SWAP1']",41,
55,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block109_input,4.0,10,True,False,10,0.0,0.022,POP SWAP2 SWAP1 POP ,4,4.0,0,0,4.0,"['POP', 'SWAP2', 'SWAP1', 'POP']",4,0.0
56,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block87_input,8.0,24,True,False,24,0.0,0.083,PUSH 0 DUP1 PUSH 40 DUP4 DUP6 SUB SLT ISZERO ,8,8.0,3,2,10.0,"['PUSH1', 'DUP1', 'PUSH1', 'DUP4', 'DUP6', 'SUB', 'SLT', 'ISZERO']",10,0.0
57,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block43_input,7.0,21,True,False,33,12.0,0.036,DUP3 MLOAD PUSH ffffffffffffffff PUSH ffffffffffffffff DUP3 GT ISZERO ,7,7.0,3,1,23.0,"['DUP3', 'MLOAD', 'PUSH1', 'PUSH1', 'PUSH1', 'SHL', 'SUB', 'DUP1', 'DUP3', 'GT', 'ISZERO']",14,-9.0
58,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block58_input,5.0,712,True,False,715,3.0,0.039,PUSH 60 PUSH 4 PUSHTAG 64 DUP2 SLOAD ,6,5.0,2,2,11.0,"['PUSH1', 'PUSH1', 'DUP1', 'SLOAD', 'PUSHTAG', 'SWAP1']",12,1.0
59,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block53_input,6.0,18,True,False,18,0.0,0.025,PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1 ,6,6.0,2,1,7.0,"['PUSH1', 'MLOAD', 'DUP1', 'SWAP2', 'SUB', 'SWAP1']",7,0.0
60,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block35_input,3.0,8,True,False,8,0.0,0.018,PUSH 0 SWAP2 POP ,3,3.0,0,1,4.0,"['PUSH1', 'SWAP2', 'POP']",4,0.0
61,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block45_input,12.0,733,True,False,736,3.0,0.836,DUP2 PUSH 1 ADD SWAP2 SLOAD DUP2 MSTORE PUSH 20 ADD DUP1 DUP4 GT ,13,12.0,5,2,14.0,"['DUP2', 'SLOAD', 'DUP2', 'MSTORE', 'SWAP1', 'PUSH1', 'ADD', 'SWAP1', 'PUSH1', 'ADD', 'DUP1', 'DUP4', 'GT']",15,1.0
62,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block42_input,3.0,9,True,False,9,0.0,0.018,DUP1 PUSH 1f LT ,3,3.0,1,1,4.0,"['DUP1', 'PUSH1', 'LT']",4,0.0
63,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block4_input,3.0,9,True,False,9,0.0,0.018,PUSH 39509351 DUP2 EQ ,3,3.0,1,1,7.0,"['DUP1', 'PUSH4', 'EQ']",7,0.0
64,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block78_input,12.0,36,True,False,36,0.0,0.485,PUSH 0 PUSH 20 DUP3 MSTORE PUSH 20 DUP4 MLOAD DUP1 DUP3 DUP6 ADD MSTORE ,12,12.0,4,2,15.0,"['PUSH1', 'PUSH1', 'DUP1', 'DUP4', 'MSTORE', 'DUP4', 'MLOAD', 'DUP1', 'DUP3', 'DUP6', 'ADD', 'MSTORE']",14,-1.0
